x_km,y_km,radius_m,depth_m
0.07086632140697657,0.3799127034013705,0.4000602110645215,0.029436077825988574
0.25710875358729945,0.23196890627464373,0.15588502500817392,0.010747707369912478
0.2117487189153594,0.5402228689163923,0.2752351818905616,0.019735650789879225
0.6140234726145102,0.55382681833325,0.24637711399690532,0.01753188937856989
0.23198884289750066,0.7971779439476662,0.23301566857493938,0.01651743595885288
0.011122839444376642,0.2514760057076749,0.14987039619803116,0.010305004419227158
0.5411509048438863,0.19390755205524024,0.33650731402595063,0.024466117779293237
0.23107895969003533,0.9104454328506306,0.22392687667695493,0.015829656282420407
0.9280581437684202,0.4761102405754877,0.44675709581875134,0.033123355269080994
0.43492151142921043,0.36015424851977396,0.21410087670196837,0.015088256252341168
0.21515481638897882,0.021821215551126816,0.18940975486574851,0.013235825613089874
0.5203215007805484,0.053101314329909166,0.30398346024814754,0.02194696818303414
0.08049128019524421,0.3286548801288338,0.21533454369298238,0.015181213322515085
0.35304114022554434,0.0328293733920072,0.39932057192524245,0.029377904425018468
0.521703025659045,0.6386475666198921,0.1382349272719332,0.009452100892749707
0.950716461730036,0.9387449023891564,0.30500861968301274,0.022026098730740337
0.748999642678709,0.3425612552416111,0.4637655985297148,0.034473157348377415
0.45546827433150516,0.8690537369846637,0.48006153484464786,0.03576962021014023
0.4081963513178395,0.027500777941315224,0.39537519443650515,0.029067722220568436
0.8993176717190726,0.7955305859580983,0.1611618546506291,0.011137078613516338
0.10755687706164685,0.5313610714618615,0.1141014555605049,0.007699317147325598
0.712764289455723,0.9762340820801256,0.14892074760806098,0.010235216890129274
0.5729109852532065,0.6451965755414234,0.31717797220897354,0.022966819616367568
0.0424295558226645,0.3803809408513823,0.06766439898582974,0.004404159281499046
0.7436050603138171,0.3790556035567575,0.47769953171386115,0.03558151459736218
0.7364231571618106,0.5741238024790345,0.11605256491629921,0.007840140644969436
0.28956210751011824,0.8613027973840219,0.2581122442731551,0.018426011327279668
0.8673698475105813,0.7261878685220653,0.4280708694639799,0.03164449645044225
0.22765650123447723,0.7161078485197744,0.29336206260797043,0.02112821248843299
0.22482427848827924,0.34194513028614737,0.401909616981436,0.029581568009106444
0.19385312957535772,0.41982304890070765,0.0862606994341901,0.0057094201502933505
0.5973376424695386,0.4559956678469491,0.35365092694510847,0.02580087263663388
0.44798782355467814,0.4973939675050376,0.28173562785543504,0.02023432800514141
0.0037696866586712785,0.27874570433227186,0.08162651779663938,0.005382147062944734
0.04231151496517671,0.06868390861531559,0.410633179527551,0.030268458181096636
0.7036974457019781,0.2727153214201169,0.34251524921121984,0.024933357174785557
0.7428895727888384,0.0919122775529303,0.15025419590706693,0.01033321766234079
0.5505488724475501,0.9089690622475513,0.19187620379558917,0.013420154248204136
0.014913727822042033,0.8284867922879207,0.2565696698537258,0.01830831664619457
0.21739502283424073,0.8228776195416591,0.3512437153357824,0.025613179084327926
0.40690557158878027,0.978428475477813,0.14210993544746556,0.009735616579200834
0.706045940717033,0.5231613688547713,0.45161425586614046,0.03350846571897422
0.2730411722281778,0.1265108216445,0.4338739039912986,0.03210329030674395
0.4927643352684905,0.7570721624185066,0.4601089296549007,0.0341826698628931
0.8898658748117909,0.1174702272614716,0.12487405453706947,0.008478845636306718
0.5889440915881482,0.8933266578067588,0.43522855667106924,0.03221045171572651
0.8220256470335627,0.2088559567515781,0.227126452223688,0.01607156327817905
0.31707144394160935,0.004813723172416351,0.2869107751657858,0.0206319047908357
0.6071308807210929,0.9264131950824438,0.29672184346910807,0.021386985166039367
0.22637938693069382,0.5012152927733247,0.3124329359640548,0.022599715019062147
0.4144742004699573,0.014377496037593751,0.4508236896257096,0.03344576440722922
0.742260002119328,0.6387071805070076,0.38260729364034346,0.028065394518848676
0.061882839970275105,0.9204337913847466,0.45810794491549667,0.03402377804039624
0.6406191003054034,0.7952013621104875,0.4956244345380879,0.03701060454045944
0.3614778238599936,0.04507537366509495,0.0997528330740487,0.00666897383189131
0.4077421638911294,0.42636481272436433,0.17962445196827875,0.012506177994983795
0.2625653431904511,0.994793115066414,0.4686161439397106,0.0348587306788847
0.38403076793784485,0.41672624978700035,0.39152020570989066,0.028764852509917765
0.2437422312087808,0.7493016447558354,0.23154027969049146,0.01640566045082601
0.1580752591128004,0.9702564659266988,0.36819791498824833,0.02693697785313265
0.26849491011445004,0.6012436320032299,0.05030511335347736,0.0032079774142014838
0.33642129650083064,0.3954803241580138,0.44416316612903484,0.03291780804842912
0.8643800368854808,0.0797885714004628,0.2603768159975733,0.01859888051540259
0.7393002379067796,0.04245018372206488,0.3460794557809642,0.02521081488898578
0.4017440810430032,0.713586314554487,0.38741104874842724,0.028442240441413486
0.11679217094497463,0.6345151573388201,0.31017016592306085,0.022424788559860038
0.33698053463486655,0.1976534882291774,0.3397793626527361,0.024720515511876522
0.942146979612021,0.5230843238566913,0.3740602708892704,0.027395705329504177
0.1819534635054364,0.25374815758156233,0.3279107778897116,0.02379856479287127
0.19422656746720135,0.598023449715997,0.3661779375526866,0.02677903156642761
0.4848725827426349,0.3098173320307158,0.21381499778533747,0.015066720481394414
0.16620492750228044,0.2609799503508393,0.09901993960144874,0.006616608726160479
0.5611920046982506,0.7656420706495491,0.30906497209368383,0.022339382036989354
0.0997185484125912,0.012611133008060382,0.0573300068139673,0.003689081788791411
0.08886549949251787,0.9965184118226587,0.4251188275965174,0.03141126926466481
0.25472138782437403,0.5173500142653406,0.20428143652400044,0.014349693681955647
0.2992109716337459,0.08019652727470927,0.16021863829037986,0.011067414325993886
0.6060130951479877,0.12569018712610613,0.47366933278059925,0.03526070522679035
0.04711695255668835,0.8087178499021866,0.2596266982574485,0.018541607713719974
0.9532227464991586,0.7574417501621162,0.3720092219568953,0.027235154584451395
0.550212164500417,0.8798621608632866,0.19245047225504391,0.013463095416769209
0.8038135720506623,0.18415402355421273,0.21567984777551719,0.015207238650457847
0.8436738793513581,0.04109864089255666,0.3149295223403404,0.02279281839632839
0.1307879599940308,0.43156118415252875,0.13634863024551516,0.009314287009091727
0.8465654922523395,0.7222263096784326,0.22692823108094518,0.01605656970975027
0.29044366216563944,0.4759221107455711,0.24290797865259128,0.017268125478807562
0.15880392644643526,0.5182925773382817,0.22812881135832536,0.01614739614799706
