x_km,y_km,radius_m,depth_m
0.6787992256062808,0.2659254572724591,0.31176121883979435,0.022547777877705157
0.42269235982039666,0.2582935420569009,0.1893787925117022,0.01323351270740958
0.6619388935312479,0.9377590367227474,0.16007021062961369,0.011056454294656518
0.6544089841187438,0.8940875563726514,0.44238785902255945,0.03277717752308507
0.3877784294576754,0.2926365119909389,0.24554441094655893,0.017468554123679945
0.18115360169805872,0.5638361751740465,0.30354739335414693,0.021913314399428355
0.9295704453278124,0.6631936935217376,0.15601773980163006,0.010757489225109869
0.3720678142949586,0.05779446950611877,0.469293377413825,0.03491258643000781
0.7739297381426076,0.7964351606917142,0.21324541760166765,0.01502381891052914
0.8914529488395874,0.39367037912403824,0.3342388276725643,0.024289845832542293
0.030948102414032674,0.38898223588250924,0.1577634794102924,0.010886213706089153
0.3152233111821273,0.20528682235395856,0.20052975548142637,0.014068153426007955
0.5418208341811888,0.2571492493003583,0.4396995216232457,0.032564295690524055
0.25240839369864354,0.8230715835330176,0.10682466640595419,0.007175593285596233
0.9079015279138356,0.529222619903325,0.2889770644455338,0.020790784686788036
0.7965504262841101,0.9346430202600291,0.34248394606340754,0.024930921242595026
0.8739635588797222,0.06804170884184313,0.07209369712657193,0.004713029348402241
0.41880586071329173,0.9526010315968502,0.3357096413899954,0.02440412552795131
0.031649376611338154,0.8883313607060063,0.14301709899600612,0.0098020670040485
0.9894153745511026,0.00944990121860212,0.12419161675690833,0.008429320776779346
0.12433833147337547,0.7218171429276559,0.06838482740194425,0.004454304589347971
0.14062237506218367,0.5361207464027233,0.3673240830135233,0.02686864373487227
0.1254277303976986,0.32601478727436073,0.37711331541787285,0.02763480210072756
0.12368653302322596,0.2463801276663531,0.49937765732158024,0.03731029209082431
0.966398924869707,0.733144932620966,0.31602039801445636,0.02287722753317731
0.5678671108390706,0.07301145140929188,0.117894249174536,0.007973216277338739
0.7872651231838986,0.33439469663849797,0.12933091674758238,0.008802737505061964
0.09014530139637134,0.2819256689127563,0.4578867702917007,0.034006218203397845
0.3238158050468718,0.9756150304425593,0.12322332804471234,0.008359083808809556
0.7030657701022225,0.3551747604238352,0.4176284252328025,0.03081999025024229
0.3334511707060278,0.37222409281060054,0.351622256985167,0.025642688624413986
0.6482443458615618,0.4346453780640257,0.43580327108392597,0.03225592213960365
0.8817695939988078,0.15228427648815568,0.2640386783326843,0.01887863300848605
0.22479096297593082,0.8330198202795718,0.24471569830581286,0.01740553709077112
0.9546803605056701,0.958166009127498,0.3762496698392597,0.027567152784459155
0.7552218668542644,0.7816318831432841,0.1539902581475265,0.010608114873664498
0.15957555450241656,0.9669171713352374,0.1857015029540146,0.012959003748190426
0.4889308101243225,0.8132154461960752,0.09555511969434757,0.006369413104250447
0.5722384330352126,0.9165560009175366,0.3011683446563645,0.021729768424076413
0.8408875045543701,0.896212146121375,0.1104961415037686,0.007439538516014496
0.5194767150189561,0.6088648834347727,0.2787755190630773,0.020007145740124053
0.9332070259551446,0.46534878385573175,0.11590608091341248,0.007829562291010428
0.8570123305382393,0.9571047856265918,0.255959617134375,0.018261784560567117
0.16167237852867833,0.4923783197238383,0.35598639079690675,0.02598305619590121
0.48776950558390075,0.4146831933635312,0.25189781871563544,0.01795216469163418
0.2787138479490501,0.6015286685769718,0.42233682342017315,0.031191578213139108
0.8404934609651213,0.7903870617616408,0.16241760322792817,0.011229869618467121
0.22984856767765005,0.5192490701185938,0.22840376290782244,0.01616820146275079
0.36593153459861183,0.8910378019872397,0.21233591690062148,0.014955330453391672
0.1574359140186149,0.7707133168648183,0.31987411803734517,0.023175578965836458
0.8749149971092983,0.3055847155180549,0.3623678518845594,0.026481276812036852
0.3094484649233531,0.9469557184979315,0.32714911280443093,0.023739476424240583
0.8132269261408615,0.44339167531723667,0.41040927810746475,0.030250815578824666
0.28922720045319494,0.8134867517347649,0.05858774959473034,0.0037756647035422954
0.48979780275369567,0.993880606033676,0.4632127942946722,0.034429232150009266
0.3222334159553113,0.8570840286110268,0.377165393596006,0.027638881723889043
0.37570679448476063,0.7879350454452959,0.26106786718055786,0.018651653559209506
0.35326028793881536,0.5727157886682196,0.12359111738918073,0.008385757754986279
0.47506730873084246,0.22085502449590688,0.3701905470257465,0.027092844539050732
0.9520605310032056,0.14982610296508936,0.27125130895842553,0.0194304309361118
0.5825197266111195,0.2814851314959739,0.10946350888431192,0.007365239686152143
0.025999973614008964,0.26230410846130303,0.16981516458669718,0.011777490965188774
0.04629189461887562,0.8176611434974019,0.2549469127589552,0.0181845569146311
0.9422517447114805,0.671432340771972,0.3662343875325321,0.026783444694173333
0.6010127177058364,0.13252123759557788,0.4350884009609552,0.032199363463197676
0.9429250249550104,0.02038657638864927,0.22143862965368338,0.015641694584131758
0.299618088835906,0.48370654029674975,0.4203120265338282,0.031031745517695535
0.4605658426288569,0.5227952926568582,0.08744263817978211,0.0057930875142213085
0.27659526624619046,0.5709332994928198,0.41468739908945557,0.03058803015526951
0.26874982408623127,0.8224969621815005,0.13939360910117532,0.009536819285304239
0.45779529648839956,0.8584794273756854,0.05449780862910751,0.0034945972127372205
0.43676181336290243,0.054126003663906075,0.11429682140794892,0.007713410457666339
0.062474059785345704,0.16556356752489276,0.21974484370674446,0.015513829563683773
0.3672501017696058,0.5644121737366646,0.114923507615129,0.007758629580762733
0.2745677281815093,0.5369844005309036,0.2673789104647236,0.019134047840351474
0.5331458727814091,0.39125445835457073,0.31129942374852204,0.022512076377156964
0.8845698663915075,0.4525404264816051,0.13018919257036815,0.008865199981190331
0.6209109794988014,0.6752677289708016,0.35152611510745496,0.025635193593826038
0.8722012434462253,0.2560848112329227,0.13837619513386915,0.009462427245214504
0.1127019001730668,0.4054333156599764,0.3544836629171739,0.02586582274474031
0.9471883837881773,0.9122950214195396,0.426281717594031,0.03150313053258595
0.9238274458780121,0.5821187747087141,0.4681328805517643,0.03482030332626194
0.7158171415981329,0.42502994408773864,0.15257402187702926,0.010503854285907537
0.07902114337883004,0.4308525811312872,0.27546209517947084,0.019753044710761752
0.4458558400529926,0.7751447552842138,0.05584989366033798,0.0035873588792621337
0.420939651109576,0.7975132150433248,0.13073410218087633,0.0089048714611813
0.14880444508988788,0.886179207010094,0.4916491646303102,0.03669335770160874
0.7363640445017552,0.39071054777709724,0.21563498717095503,0.015203857375378096
0.03336522421290633,0.12871958124237703,0.26451269356459073,0.01891486564016499
0.5655478233741211,0.09084961173087713,0.3676832958468147,0.026896733010424372
0.27286278514678053,0.6744411759141846,0.3935356131850447,0.028923168776532168
0.819693762527338,0.9380765472188769,0.24390886915822502,0.01734419826885785
0.29700387794533967,0.521189489190744,0.20512056269180684,0.014412713937614181
0.9153979323037155,0.9670600981023497,0.3767745559628459,0.02760826581350644
0.11219989849404477,0.9831790839933378,0.21950720103747606,0.015495895188926268
0.6853881020943211,0.4729436813147361,0.1549663572047304,0.010680011968605822
0.03505186423340423,0.2002882518362985,0.15262971490592536,0.010507953042286432
0.15369092871898393,0.20161187685292847,0.45653736455083976,0.03389909678816896
0.05725222224840265,0.24444134865584533,0.30206161459265407,0.021798673401731118
