x_km,y_km,radius_m,depth_m
0.041124699197590875,1.5756004171193139,0.13063255339220647,0.008897477458947116
0.9910141335782023,0.949687973783071,0.05061715364397574,0.0032292539197183536
0.00923929603267215,0.03109913607446857,0.05657665777050408,0.003637283847801061
1.1605975324035307,0.8936349081531587,0.10401232968273938,0.006973834065938256
0.9889926949554508,0.6220507528028716,0.271338640117638,0.01943711841376204
1.6036220669233898,1.8684757542637604,0.18431252660310027,0.012855414087749217
1.064268656769506,1.1788825858654421,0.4735253897549837,0.035249250637946504
1.615868417482136,0.9417951992726667,0.11004609584981467,0.00740715141664794
0.3630361989935207,1.3947189121457597,0.3806680312769679,0.027913355131237806
0.19591561110680766,1.9450713350330944,0.2729036911690909,0.01955698902189011
1.894110476814339,0.9862175822816845,0.2977022327268941,0.02146253364949019
1.143871659374716,0.6713414974762582,0.2341420821404253,0.016602805981969487
1.5506366004122583,1.8805317676704534,0.1013140748208467,0.006780612576718712
1.8667822344658767,0.9499460180472201,0.301304384950854,0.021740261379110132
0.04035282859801392,1.9099756606838327,0.26638795800094933,0.019058250383323268
0.461438788697883,1.8434875851245345,0.12686861072723798,0.008623698329130796
1.9998399169963612,1.2267809230774718,0.46080092466186373,0.03423763008864606
0.2040430659419088,1.9284807510416042,0.3244947850306066,0.02353363358877039
1.0777038323098236,0.19433480397103509,0.2308631165399792,0.01635437498254089
0.9933688338679738,1.734105261430121,0.3535188129058174,0.025790569233976237
1.0488691263391838,1.1312168026182168,0.2374132439062131,0.01685088504860357
1.3799400444764447,0.14297882658136896,0.13141472446830044,0.00895443936001421
0.929100109432365,1.8207283914504802,0.11471092300085448,0.007743288429670391
1.089784616555177,1.1835828797581762,0.23329673369208276,0.016538735008520586
1.9584880774947118,1.4376377693462117,0.45402098957038034,0.03369939491962331
0.9933904000644733,0.02134397731587767,0.06784477315698798,0.004416710756008273
0.3828514496531288,0.09282398872995112,0.33947554960983695,0.024696887278902454
0.4488857391718766,1.015931099005059,0.23443295075081527,0.016624855301122347
0.5774166493950985,1.3157340598620215,0.4246288972804089,0.0313725729245684
1.2940454364878153,1.9553922524261613,0.1591113445520777,0.010985667688892165
0.5912422896014862,0.3934530494175159,0.43903875418434773,0.03251198511380359
1.4887903575705275,0.7237931616133786,0.3590788377069065,0.026224416911378147
1.4369761306844808,0.4718159454630022,0.3477639913961647,0.025342017289586852
1.5537271147090903,0.2307673587641903,0.23513975840996143,0.016678442777049638
0.6204380629789381,0.590145000008774,0.14766452760553395,0.010142947317150241
1.9026649474488682,1.5412733164715169,0.36292311152175283,0.02652465645938038
1.9698942727729623,0.3958488743377666,0.23834238579099581,0.016921392672685262
1.6678445290377848,1.6735666855117177,0.27633875738583596,0.019820254080717487
1.6622268921857162,0.4715788478087459,0.3713731405135583,0.02718537618408754
0.030077095605304915,1.2446933206907425,0.1936311284888057,0.01355140723932301
1.605574144424363,0.32376156759317953,0.35335946735050666,0.0257781424341631
0.5351324307503349,0.0054808190455952754,0.12955407658079596,0.0088189755959388
0.5217706853524267,0.18237991076097182,0.4652531516044879,0.034591374561112366
0.7410990659622836,0.5353365582929961,0.30584412124698507,0.02209060344374054
1.44745034642332,1.0696403406288366,0.4864893732004334,0.03628184408383693
0.20491496648587848,1.6185880140922002,0.21774060726454597,0.015362616290353443
